9.6285e-18,-5.3026e-18,-4.0987e-18,-7.6511e-18,0,-7.599e-18,9.2227e-18,8.0166e-18,1.3925e-17,-7.9059e-18,1.9558e-17,1.9558e-17,1.8352e-17,-2.5829e-17,1.6947e-17,0,-1.8006e-17,1.4762e-17,1.6782e-17,0,-2.1606e-17
-0.00085438,-0.0013934,0.00083179,-0.0021113,-0.00034083,0.00098056,0.00068583,0.0040126,0.0022947,-0.00025308,-0.0014839,-0.0014839,0.00052357,0.0035638,-0.0083993,-0.010199,0.00021755,0.003994,-0.0045559,0.0010319,-0.012936
-0.0015336,-0.0034402,0.0021996,-0.0022509,-0.00047276,0.00028253,-0.00044746,0.0072318,0.0028724,-0.0020332,-0.0031218,-0.0031218,0.001693,0.0053975,-0.0072775,-0.010255,-0.0021587,-0.00034994,-0.0035321,0.00086296,-0.01368
-0.0021611,-0.0051543,0.0017549,-0.0015056,-5.1296e-05,-0.0005019,-0.0035705,-0.001433,0.00054211,-0.0042642,-0.0085487,-0.0085487,-0.0009554,0.0063109,-0.0024904,-0.004931,-0.010864,-0.0045259,-0.0022299,0.006703,-0.015476
-0.003228,-0.0068687,0.00080938,0.00034532,8.8205e-05,-0.0011926,-0.0094228,-0.0042763,0.0037753,0.0018684,-0.0098179,-0.0098179,-0.000688,0.0070478,0.001341,-0.0023228,-0.003202,0.0030176,-0.00043596,0.0040209,-0.0081071
-0.0046286,-0.0073536,0.00026774,0.0026232,0.0011045,-0.0027312,-0.010507,-0.004722,0.0033085,0.0039516,-0.0039783,-0.0039783,-0.0088611,0.0028161,0.0039853,0.00034343,-0.0039685,-0.0029662,-0.0061578,-0.00074711,-0.008953
-0.0052057,-0.0072293,7.2614e-05,0.0044631,0.002176,-0.0021809,-0.0086235,-0.0018015,-0.0012933,-0.0028305,-0.00023312,-0.00023312,-0.014638,-0.0010806,-0.0043408,0.0037146,0.0045548,0.0030233,-0.010606,-0.0018712,-0.01131
-0.0050651,-0.0084857,-0.0011663,0.0025875,0.00087806,-0.0016511,-0.0090566,-0.0036721,0.00029932,-0.0014317,-0.0032209,-0.0032209,-0.0083396,-0.0025841,-0.0085365,-0.0048853,-0.0049549,0.00204,0.0026585,-0.0003138,-0.024393
-0.005782,-0.0099374,-0.0021524,0.00098304,0.0017063,-0.0027582,-0.0093514,-0.0082213,-0.0024312,-0.0016395,-0.0084135,-0.0084135,-0.0013802,0.0032306,-0.0062066,-0.016111,-0.0075057,0.0014118,0.0024207,0.0044341,-0.0056716
-0.007321,-0.011151,-0.0036361,-0.00044934,0.0046472,-0.0016003,-0.010169,-0.01205,-0.0060614,-0.0088883,-0.013397,-0.013397,-0.0028349,-0.0014237,-0.0045267,-0.012949,-0.015711,-0.0023581,-0.005196,0.0058671,-0.0067598
-0.0095629,-0.011746,-0.0055143,-0.0035609,0.0030009,-8.5315e-05,-0.0086084,-0.0089817,-0.0077,-0.010671,-0.016884,-0.016884,-0.0089117,0.002019,-0.0054347,-0.0078341,-0.013512,-0.014586,-0.0090479,-0.0006036,-0.0069292
-0.013026,-0.01308,-0.0068448,-0.0052849,-0.00059873,0.00072706,-0.0053447,-0.0032249,-0.0071058,-0.014553,-0.018721,-0.018721,-0.015515,-0.00049556,-0.0042348,-0.0049733,-0.006316,-0.0080446,-0.01767,-0.014031,-0.014797
-0.016113,-0.015197,-0.0068957,-0.0064041,-0.0043874,-0.0017159,-0.0038052,-0.0049834,-0.0026143,-0.014238,-0.019145,-0.019145,-0.02247,-0.0035596,-0.012532,-0.012664,-0.0052987,-0.0019518,-0.010646,-0.0057184,-0.023686
-0.019779,-0.018814,-0.0088194,-0.0085079,-0.0083867,-0.0075117,-0.005882,-0.0058908,-0.0003556,-0.0060356,-0.019168,-0.019168,-0.024806,-0.010803,-0.021337,-0.022906,-0.020386,-0.004786,0.0012231,-0.0020954,-0.018752
-0.026104,-0.024245,-0.012833,-0.011282,-0.010137,-0.011396,-0.012336,-0.0067736,-0.0025286,-0.0040389,-0.018846,-0.018846,-0.028303,-0.017633,-0.020561,-0.033115,-0.02795,-0.01009,-0.017491,-0.004506,-0.018654
-0.036445,-0.032816,-0.017456,-0.014289,-0.011672,-0.014634,-0.021774,-0.010928,-0.0047085,-0.0057495,-0.013779,-0.013779,-0.018558,-0.012493,-0.030213,-0.034481,-0.033128,-0.025129,-0.024231,-0.015633,-0.025377
-0.052031,-0.047352,-0.025324,-0.018664,-0.014697,-0.0159,-0.026228,-0.018146,-0.011614,-0.014298,-0.014373,-0.014373,-0.014091,-0.0068532,-0.020604,-0.03899,-0.032889,-0.028465,-0.035993,-0.023626,-0.046534
-0.07386,-0.069434,-0.038268,-0.026334,-0.019858,-0.020902,-0.02954,-0.027672,-0.020107,-0.026302,-0.033829,-0.033829,-0.022157,-0.007936,-0.011974,-0.022763,-0.0261,-0.027645,-0.036359,-0.027114,-0.05963
-0.10376,-0.10226,-0.060217,-0.041776,-0.031628,-0.030592,-0.042214,-0.030728,-0.025785,-0.029921,-0.047231,-0.047231,-0.035781,-0.017979,-0.023758,-0.027719,-0.020686,-0.013724,-0.023675,-0.021984,-0.058008
-0.1415,-0.15057,-0.096314,-0.071114,-0.054787,-0.051411,-0.062909,-0.044051,-0.034033,-0.042614,-0.054011,-0.054011,-0.04986,-0.028401,-0.044775,-0.053935,-0.042867,-0.024358,-0.030628,-0.017355,-0.036632
-0.17823,-0.21287,-0.15235,-0.12339,-0.097505,-0.091114,-0.099948,-0.074072,-0.055466,-0.060208,-0.078008,-0.078008,-0.067368,-0.04166,-0.059315,-0.077819,-0.06857,-0.050785,-0.058171,-0.039156,-0.074171
-0.19001,-0.2731,-0.22876,-0.2129,-0.1802,-0.18125,-0.20041,-0.15539,-0.11566,-0.1263,-0.1464,-0.1464,-0.11464,-0.071314,-0.096755,-0.10345,-0.098427,-0.075807,-0.089583,-0.068142,-0.1231
-0.11563,-0.2536,-0.26795,-0.2993,-0.29138,-0.32335,-0.38816,-0.32055,-0.2544,-0.27029,-0.31216,-0.31216,-0.24794,-0.15409,-0.19292,-0.20873,-0.18062,-0.14231,-0.1551,-0.11622,-0.19782
0.15094,0.016664,-0.11401,-0.22981,-0.31457,-0.44039,-0.63535,-0.61617,-0.57172,-0.67888,-0.86767,-0.86767,-0.80959,-0.55215,-0.70603,-0.78915,-0.69549,-0.54583,-0.5898,-0.4413,-0.69224
0.74379,0.89338,0.71026,0.6461,0.54917,0.51621,0.51443,0.34437,0.19872,0.10804,-0.021282,-0.021282,-0.28516,-0.28457,-0.49425,-0.68689,-0.73979,-0.67777,-0.86244,-0.74744,-1.3081
1.2342,1.7521,1.6646,1.8436,1.9558,2.3693,3.1771,3.0163,2.8235,3.4232,4.4675,4.4675,4.6012,3.3693,4.5623,5.366,5.1112,4.296,4.9745,4.0499,6.6235
0.74379,0.89338,0.71026,0.6461,0.54917,0.51621,0.51443,0.34437,0.19872,0.10804,-0.021282,-0.021282,-0.28516,-0.28457,-0.49425,-0.68689,-0.73979,-0.67777,-0.86244,-0.74744,-1.3081
0.15094,0.016664,-0.11401,-0.22981,-0.31457,-0.44039,-0.63535,-0.61617,-0.57172,-0.67888,-0.86767,-0.86767,-0.80959,-0.55215,-0.70603,-0.78915,-0.69549,-0.54583,-0.5898,-0.4413,-0.69224
-0.11563,-0.2536,-0.26795,-0.2993,-0.29138,-0.32335,-0.38816,-0.32055,-0.2544,-0.27029,-0.31216,-0.31216,-0.24794,-0.15409,-0.19292,-0.20873,-0.18062,-0.14231,-0.1551,-0.11622,-0.19782
-0.19001,-0.2731,-0.22876,-0.2129,-0.1802,-0.18125,-0.20041,-0.15539,-0.11566,-0.1263,-0.1464,-0.1464,-0.11464,-0.071314,-0.096755,-0.10345,-0.098427,-0.075807,-0.089583,-0.068142,-0.1231
-0.17823,-0.21287,-0.15235,-0.12339,-0.097505,-0.091114,-0.099948,-0.074072,-0.055466,-0.060208,-0.078008,-0.078008,-0.067368,-0.04166,-0.059315,-0.077819,-0.06857,-0.050785,-0.058171,-0.039156,-0.074171
-0.1415,-0.15057,-0.096314,-0.071114,-0.054787,-0.051411,-0.062909,-0.044051,-0.034033,-0.042614,-0.054011,-0.054011,-0.04986,-0.028401,-0.044775,-0.053935,-0.042867,-0.024358,-0.030628,-0.017355,-0.036632
-0.10376,-0.10226,-0.060217,-0.041776,-0.031628,-0.030592,-0.042214,-0.030728,-0.025785,-0.029921,-0.047231,-0.047231,-0.035781,-0.017979,-0.023758,-0.027719,-0.020686,-0.013724,-0.023675,-0.021984,-0.058008
-0.07386,-0.069434,-0.038268,-0.026334,-0.019858,-0.020902,-0.02954,-0.027672,-0.020107,-0.026302,-0.033829,-0.033829,-0.022157,-0.007936,-0.011974,-0.022763,-0.0261,-0.027645,-0.036359,-0.027114,-0.05963
-0.052031,-0.047352,-0.025324,-0.018664,-0.014697,-0.0159,-0.026228,-0.018146,-0.011614,-0.014298,-0.014373,-0.014373,-0.014091,-0.0068532,-0.020604,-0.03899,-0.032889,-0.028465,-0.035993,-0.023626,-0.046534
-0.036445,-0.032816,-0.017456,-0.014289,-0.011672,-0.014634,-0.021774,-0.010928,-0.0047085,-0.0057495,-0.013779,-0.013779,-0.018558,-0.012493,-0.030213,-0.034481,-0.033128,-0.025129,-0.024231,-0.015633,-0.025377
-0.026104,-0.024245,-0.012833,-0.011282,-0.010137,-0.011396,-0.012336,-0.0067736,-0.0025286,-0.0040389,-0.018846,-0.018846,-0.028303,-0.017633,-0.020561,-0.033115,-0.02795,-0.01009,-0.017491,-0.004506,-0.018654
-0.019779,-0.018814,-0.0088194,-0.0085079,-0.0083867,-0.0075117,-0.005882,-0.0058908,-0.0003556,-0.0060356,-0.019168,-0.019168,-0.024806,-0.010803,-0.021337,-0.022906,-0.020386,-0.004786,0.0012231,-0.0020954,-0.018752
-0.016113,-0.015197,-0.0068957,-0.0064041,-0.0043874,-0.0017159,-0.0038052,-0.0049834,-0.0026143,-0.014238,-0.019145,-0.019145,-0.02247,-0.0035596,-0.012532,-0.012664,-0.0052987,-0.0019518,-0.010646,-0.0057184,-0.023686
-0.013026,-0.01308,-0.0068448,-0.0052849,-0.00059873,0.00072706,-0.0053447,-0.0032249,-0.0071058,-0.014553,-0.018721,-0.018721,-0.015515,-0.00049556,-0.0042348,-0.0049733,-0.006316,-0.0080446,-0.01767,-0.014031,-0.014797
-0.0095629,-0.011746,-0.0055143,-0.0035609,0.0030009,-8.5315e-05,-0.0086084,-0.0089817,-0.0077,-0.010671,-0.016884,-0.016884,-0.0089117,0.002019,-0.0054347,-0.0078341,-0.013512,-0.014586,-0.0090479,-0.0006036,-0.0069292
-0.007321,-0.011151,-0.0036361,-0.00044934,0.0046472,-0.0016003,-0.010169,-0.01205,-0.0060614,-0.0088883,-0.013397,-0.013397,-0.0028349,-0.0014237,-0.0045267,-0.012949,-0.015711,-0.0023581,-0.005196,0.0058671,-0.0067598
-0.005782,-0.0099374,-0.0021524,0.00098304,0.0017063,-0.0027582,-0.0093514,-0.0082213,-0.0024312,-0.0016395,-0.0084135,-0.0084135,-0.0013802,0.0032306,-0.0062066,-0.016111,-0.0075057,0.0014118,0.0024207,0.0044341,-0.0056716
-0.0050651,-0.0084857,-0.0011663,0.0025875,0.00087806,-0.0016511,-0.0090566,-0.0036721,0.00029932,-0.0014317,-0.0032209,-0.0032209,-0.0083396,-0.0025841,-0.0085365,-0.0048853,-0.0049549,0.00204,0.0026585,-0.0003138,-0.024393
-0.0052057,-0.0072293,7.2614e-05,0.0044631,0.002176,-0.0021809,-0.0086235,-0.0018015,-0.0012933,-0.0028305,-0.00023312,-0.00023312,-0.014638,-0.0010806,-0.0043408,0.0037146,0.0045548,0.0030233,-0.010606,-0.0018712,-0.01131
-0.0046286,-0.0073536,0.00026774,0.0026232,0.0011045,-0.0027312,-0.010507,-0.004722,0.0033085,0.0039516,-0.0039783,-0.0039783,-0.0088611,0.0028161,0.0039853,0.00034343,-0.0039685,-0.0029662,-0.0061578,-0.00074711,-0.008953
-0.003228,-0.0068687,0.00080938,0.00034532,8.8205e-05,-0.0011926,-0.0094228,-0.0042763,0.0037753,0.0018684,-0.0098179,-0.0098179,-0.000688,0.0070478,0.001341,-0.0023228,-0.003202,0.0030176,-0.00043596,0.0040209,-0.0081071
-0.0021611,-0.0051543,0.0017549,-0.0015056,-5.1296e-05,-0.0005019,-0.0035705,-0.001433,0.00054211,-0.0042642,-0.0085487,-0.0085487,-0.0009554,0.0063109,-0.0024904,-0.004931,-0.010864,-0.0045259,-0.0022299,0.006703,-0.015476
-0.0015336,-0.0034402,0.0021996,-0.0022509,-0.00047276,0.00028253,-0.00044746,0.0072318,0.0028724,-0.0020332,-0.0031218,-0.0031218,0.001693,0.0053975,-0.0072775,-0.010255,-0.0021587,-0.00034994,-0.0035321,0.00086296,-0.01368
-0.00085438,-0.0013934,0.00083179,-0.0021113,-0.00034083,0.00098056,0.00068583,0.0040126,0.0022947,-0.00025308,-0.0014839,-0.0014839,0.00052357,0.0035638,-0.0083993,-0.010199,0.00021755,0.003994,-0.0045559,0.0010319,-0.012936
-9.6285e-18,5.3026e-18,4.0987e-18,7.6511e-18,0,7.599e-18,-9.2227e-18,-8.0166e-18,-1.3925e-17,7.9059e-18,-1.9558e-17,-1.9558e-17,-1.8352e-17,2.5829e-17,-1.6947e-17,0,1.8006e-17,-1.4762e-17,-1.6782e-17,0,2.1606e-17
